Dates,Category,Descript,DayOfWeek,PdDistrict,Resolution,Address,X,Y
2009-05-13 23:00:00,OTHER OFFENSES,TRAFFIC VIOLATION,Wednesday,SOUTHERN,"ARREST, CITED",HOWARD ST / 3RD ST,-122.400473580152,37.7850290611875
2009-11-28 16:30:00,NON-CRIMINAL,LOST PROPERTY,Saturday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
2009-11-10 12:00:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Tuesday,CENTRAL,NONE,1000 Block of LEAVENWORTH ST,-122.415724826731,37.790730793722894
2005-08-12 09:15:00,LARCENY/THEFT,"LOST PROPERTY, PETTY THEFT",Friday,SOUTHERN,NONE,0 Block of UNITEDNATIONS PZ,-122.41431785788099,37.7799444052046
2003-03-20 23:30:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Thursday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
2004-09-02 18:00:00,VEHICLE THEFT,STOLEN TRUCK,Thursday,INGLESIDE,NONE,100 Block of ELLSWORTH ST,-122.414427994519,37.7409345125313
2010-06-19 16:40:00,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Saturday,RICHMOND,NONE,700 Block of 7TH AV,-122.46494471615601,37.774384171507
2014-08-09 09:45:00,WARRANTS,ENROUTE TO PAROLE OFFICER,Saturday,SOUTHERN,"ARREST, BOOKED",MISSION ST / 9TH ST,-122.41471429557899,37.7762310404758
2010-05-08 16:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Saturday,INGLESIDE,NONE,3100 Block of FOLSOM ST,-122.413688049368,37.7476988544799
2011-09-21 09:00:00,OTHER OFFENSES,FALSE PERSONATION TO RECEIVE MONEY OR PROPERTY,Wednesday,RICHMOND,NONE,400 Block of 22ND AV,-122.481515979074,37.7792471997855
2009-09-05 07:00:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Saturday,SOUTHERN,"ARREST, BOOKED",500 Block of STEVENSON ST,-122.410793915482,37.780832063096
2010-07-27 21:24:00,DRUG/NARCOTIC,POSSESSION OF HEROIN,Tuesday,MISSION,"ARREST, BOOKED",300 Block of GUERRERO ST,-122.42429614527,37.7655714839397
2015-04-17 22:12:00,ASSAULT,BATTERY,Friday,SOUTHERN,NONE,300 Block of MARKET ST,-122.39792044402,37.7921256222625
2004-08-05 12:00:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Thursday,SOUTHERN,NONE,0 Block of FREMONT ST,-122.397412916392,37.7911152838445
2008-04-17 13:23:00,OTHER OFFENSES,TRAFFIC VIOLATION,Thursday,INGLESIDE,"ARREST, CITED",700 Block of ALEMANY BL,-122.424755757219,37.7318237385317
2006-05-30 01:00:00,ASSAULT,INFLICT INJURY ON COHABITEE,Tuesday,MISSION,NONE,MISSION ST / 16TH ST,-122.419671780296,37.7650501214668
2012-08-21 17:20:00,LARCENY/THEFT,GRAND THEFT SHOPLIFTING,Tuesday,CENTRAL,NONE,1400 Block of GRANT AV,-122.40756000456301,37.8001710961561
2014-11-15 17:30:00,VEHICLE THEFT,STOLEN TRUCK,Saturday,BAYVIEW,NONE,1900 Block of CARROLL AV,-122.39980707453199,37.728775839587996
2004-03-15 01:55:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Monday,RICHMOND,"ARREST, CITED",15TH AV / ANZA ST,-122.47383294494301,37.7786512395168
2008-06-13 12:00:00,FORGERY/COUNTERFEITING,"CHECKS, MAKE OR PASS FICTITIOUS",Friday,CENTRAL,NONE,300 Block of SANSOME ST,-122.40133788398501,37.7937569001579
2012-06-03 18:55:00,ASSAULT,BATTERY,Sunday,CENTRAL,NONE,900 Block of THE EMBARCADERONORTH ST,-122.40038746482,37.8025735991651
2006-05-29 01:30:00,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Monday,SOUTHERN,NONE,11TH ST / FOLSOM ST,-122.41402726268998,37.7718636177154
2012-06-01 12:00:00,OTHER OFFENSES,FALSE PERSONATION TO RECEIVE MONEY OR PROPERTY,Friday,RICHMOND,NONE,700 Block of 46TH AV,-122.506818952139,37.7743260170751
2004-07-23 02:45:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,MISSION,NONE,FLORIDA ST / 18TH ST,-122.411090794589,37.761700978178
2010-12-14 11:00:00,ASSAULT,"BATTERY, FORMER SPOUSE OR DATING RELATIONSHIP",Tuesday,MISSION,"ARREST, BOOKED",400 Block of VALENCIA ST,-122.421935077177,37.7661343875141
2008-01-13 01:28:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Sunday,CENTRAL,NONE,300 Block of BATTERY ST,-122.40021603878999,37.7948030325182
2011-03-11 19:33:00,TRESPASS,TRESPASSING,Friday,INGLESIDE,"ARREST, BOOKED",0 Block of PHELAN AV,-122.452289660492,37.72569335757029
2011-04-06 22:50:00,SUSPICIOUS OCC,"SUSPICIOUS OCCURRENCE, POSSIBLE SHOTS FIRED",Wednesday,TARAVAL,NONE,THRIFT ST / PLYMOUTH AV,-122.456093983041,37.717475641823704
2012-11-30 07:15:00,BURGLARY,"BURGLARY OF RESIDENCE, FORCIBLE ENTRY",Friday,TARAVAL,NONE,100 Block of FERNWOOD DR,-122.46040688499501,37.7322508168716
2006-02-08 10:00:00,ASSAULT,THREATS AGAINST LIFE,Wednesday,RICHMOND,NONE,400 Block of 27TH AV,-122.48687846956001,37.7809432408925
2011-11-15 18:00:00,BURGLARY,"BURGLARY OF RESIDENCE, UNLAWFUL ENTRY",Tuesday,INGLESIDE,NONE,700 Block of CHENERY ST,-122.435114541061,37.7347601766353
2012-02-12 15:40:00,LARCENY/THEFT,PETTY THEFT WITH PRIOR,Sunday,MISSION,"ARREST, BOOKED",4000 Block of 24TH ST,-122.43300956476999,37.7514239412017
2010-09-23 00:48:00,OTHER OFFENSES,TRAFFIC VIOLATION,Thursday,RICHMOND,"ARREST, CITED",POST ST / BRODERICK ST,-122.44134980013,37.7841048734205
2004-09-29 21:00:00,WARRANTS,WARRANT ARREST,Wednesday,SOUTHERN,"ARREST, BOOKED",800 Block of BRYANT ST,-122.40340479147899,37.775420706711
2003-01-22 11:00:00,NON-CRIMINAL,FOUND PROPERTY,Wednesday,TENDERLOIN,NONE,JONES ST / ELLIS ST,-122.412784096509,37.7848656939297
2009-10-30 23:30:00,NON-CRIMINAL,LOST PROPERTY,Friday,RICHMOND,NONE,10TH AV / CALIFORNIA ST,-122.468841337137,37.78461865901461
2004-04-04 15:47:00,DISORDERLY CONDUCT,DISTURBING THE PEACE,Sunday,SOUTHERN,"ARREST, BOOKED",200 Block of 6TH ST,-122.40692627829701,37.7794747749628
2006-02-26 18:30:00,DRUG/NARCOTIC,SALE OF BASE/ROCK COCAINE,Sunday,TENDERLOIN,"ARREST, BOOKED",0 Block of TURK ST,-122.409853729941,37.7833862379382
2008-05-02 17:00:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Friday,SOUTHERN,NONE,FOLSOM ST / 10TH ST,-122.41282664802401,37.772811562575
2005-07-28 11:00:00,OTHER OFFENSES,OBSCENE PHONE CALLS(S),Thursday,CENTRAL,NONE,500 Block of MONTGOMERY ST,-122.402936610374,37.7940204426882
2011-07-25 18:00:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Monday,NORTHERN,NONE,100 Block of LARKIN ST,-122.41660769511499,37.7791387543353
2013-12-28 02:39:00,WEAPON LAWS,DISCHARGE FIREARM WITHIN CITY LIMITS,Saturday,NORTHERN,NONE,MCALLISTER ST / BUCHANAN ST,-122.428453961448,37.7790506694434
2012-04-19 00:01:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,BAYVIEW,NONE,1000 Block of DEHARO ST,-122.400677469279,37.755898750597
2009-03-08 20:37:00,ASSAULT,THREATS AGAINST LIFE,Sunday,PARK,NONE,1700 Block of FULTON ST,-122.445652525154,37.7759612670837
2005-08-14 20:30:00,BURGLARY,"BURGLARY,FLAT UNDER CONSTRUCTION, ATT. FORCIBLE",Sunday,TARAVAL,NONE,1400 Block of 25TH AV,-122.483425437947,37.7604619210457
2003-05-01 21:58:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Thursday,TENDERLOIN,"ARREST, BOOKED",GOLDEN GATE AV / LEAVENWORTH ST,-122.413869632561,37.781862188279206
2011-03-13 09:26:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Sunday,NORTHERN,"ARREST, CITED",VANNESS AV / PINE ST,-122.422139511488,37.78941076334571
2006-05-02 12:35:00,OTHER OFFENSES,TRAFFIC VIOLATION,Tuesday,MISSION,"ARREST, BOOKED",100 Block of CAPP ST,-122.418687919804,37.7642753857061
2014-11-02 10:04:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Sunday,SOUTHERN,"ARREST, CITED",800 Block of BRYANT ST,-122.40340479147899,37.775420706711
2014-03-18 09:00:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Tuesday,INGLESIDE,"ARREST, CITED",MISSION ST / HIGHLAND AV,-122.424042254192,37.73740517834421
2014-11-01 23:38:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Saturday,SOUTHERN,NONE,1100 Block of MARKET ST,-122.41371122073,37.7796660426062
2006-01-11 18:20:00,NON-CRIMINAL,FOUND PROPERTY,Wednesday,MISSION,NONE,2000 Block of MISSION ST,-122.41965834371,37.7642205603745
2008-06-29 03:25:00,SUSPICIOUS OCC,"SUSPICIOUS OCCURRENCE, POSSIBLE SHOTS FIRED",Sunday,TENDERLOIN,NONE,TURK ST / TAYLOR ST,-122.410768766343,37.7832145190013
2009-01-05 14:40:00,MISSING PERSON,FOUND PERSON,Monday,BAYVIEW,NONE,1700 Block of CESAR CHAVEZ ST,-122.39434785768,37.7499131969111
2013-11-01 12:00:00,ASSAULT,THREATS AGAINST LIFE,Friday,RICHMOND,EXCEPTIONAL CLEARANCE,5300 Block of GEARY BL,-122.47670893050501,37.7803322971369
2004-05-26 12:55:00,OTHER OFFENSES,PAROLE VIOLATION,Wednesday,TENDERLOIN,"ARREST, BOOKED",400 Block of ELLIS ST,-122.413609328985,37.784696907904
2008-10-28 13:30:00,FORGERY/COUNTERFEITING,"COUNTERFEITING, COINS OR NOTES",Tuesday,RICHMOND,NONE,2100 Block of SUTTER ST,-122.43574226156,37.7857157633495
2010-07-03 10:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
2008-05-18 21:27:00,OTHER OFFENSES,RESISTING ARREST,Sunday,SOUTHERN,"ARREST, CITED",900 Block of MARKET ST,-122.40970842372101,37.78282764988379
2008-05-30 10:00:00,NON-CRIMINAL,LOST PROPERTY,Friday,SOUTHERN,NONE,200 Block of KING ST,-122.392773013909,37.7770867759344
2013-02-09 09:30:00,NON-CRIMINAL,CASE CLOSURE,Saturday,NORTHERN,COMPLAINANT REFUSES TO PROSECUTE,POST ST / FILLMORE ST,-122.433084166837,37.7851499161537
2010-11-04 10:36:00,BURGLARY,"BURGLARY OF FLAT, ATTEMPTED FORCIBLE ENTRY",Thursday,PARK,NONE,700 Block of LYON ST,-122.443484105338,37.7776270457032
2012-06-12 21:22:00,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Tuesday,PARK,NONE,DUBOCE AV / NOE ST,-122.433575097282,37.769176747627704
2015-04-14 14:40:00,ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,Tuesday,CENTRAL,NONE,1400 Block of JACKSON ST,-122.418937033151,37.794404322286404
2010-10-08 10:30:00,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Friday,CENTRAL,NONE,900 Block of WASHINGTON ST,-122.408499772009,37.794945143819
2013-03-09 12:04:00,NON-CRIMINAL,AIDED CASE,Saturday,PARK,NONE,1900 Block of MCALLISTER ST,-122.444148797257,37.7770048241397
2012-05-28 04:03:00,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Monday,TENDERLOIN,NONE,400 Block of ELLIS ST,-122.413609328985,37.784696907904
2010-05-07 20:30:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Friday,INGLESIDE,NONE,200 Block of VALLEY ST,-122.427868795241,37.744374274544796
2009-07-26 02:06:00,ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Sunday,MISSION,NONE,MISSION ST / 16TH ST,-122.419671780296,37.7650501214668
2013-08-05 00:01:00,OTHER OFFENSES,"FRAUDULENT GAME OR TRICK, OBTAINING MONEY OR PROPERTY",Monday,NORTHERN,NONE,1500 Block of UNION ST,-122.424830541279,37.7985002276043
2015-02-19 19:10:00,LARCENY/THEFT,GRAND THEFT SHOPLIFTING,Thursday,CENTRAL,"ARREST, BOOKED",300 Block of POST ST,-122.407612885387,37.7884486019705
2009-02-18 20:23:00,ASSAULT,BATTERY,Wednesday,INGLESIDE,JUVENILE BOOKED,900 Block of NAPLES ST,-122.435829272049,37.7148100433377
2014-11-28 19:00:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Friday,CENTRAL,NONE,POST ST / STOCKTON ST,-122.406775392392,37.7884982866148
2010-07-03 17:20:00,BURGLARY,"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY",Saturday,TARAVAL,NONE,0 Block of LOBOS ST,-122.4542979309,37.7148602682687
2004-01-06 19:20:00,OTHER OFFENSES,TRAFFIC VIOLATION,Tuesday,SOUTHERN,"ARREST, CITED",MISSION ST / 4TH ST,-122.40427017949301,37.7844788538516
2006-06-26 15:17:00,RECOVERED VEHICLE,RECOVERED VEHICLE - STOLEN OUTSIDE SF,Monday,SOUTHERN,NONE,400 Block of 6TH ST,-122.40375021122601,37.7769395316744
2009-03-04 20:10:00,OTHER OFFENSES,PAROLE VIOLATION,Wednesday,TARAVAL,"ARREST, BOOKED",3300 Block of TARAVAL ST,-122.501946541063,37.741830701171295
2013-05-31 16:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,CENTRAL,NONE,NORTHPOINT ST / LARKIN ST,-122.422008950077,37.8054960276478
2008-09-05 05:15:00,LARCENY/THEFT,PETTY THEFT FROM UNLOCKED AUTO,Friday,PARK,NONE,1800 Block of TURK ST,-122.439595829226,37.779601182554394
2009-03-21 15:00:00,VEHICLE THEFT,STOLEN TRUCK,Saturday,BAYVIEW,NONE,1500 Block of BAY SHORE BL,-122.401096851568,37.7245556697717
2014-01-22 08:53:00,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Wednesday,INGLESIDE,NONE,5600 Block of MISSION ST,-122.448100035107,37.7105865919411
2010-03-28 00:01:00,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Sunday,CENTRAL,NONE,1900 Block of TAYLOR ST,-122.41419091350402,37.800538904249
2006-05-15 20:33:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Monday,SOUTHERN,NONE,0 Block of 8TH ST,-122.41368455516701,37.7777984628537
2012-08-11 12:00:00,NON-CRIMINAL,FOUND PROPERTY,Saturday,TARAVAL,NONE,300 Block of LAWTON ST,-122.46646277397,37.758365824139396
2006-01-28 02:00:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Saturday,CENTRAL,NONE,200 Block of CALIFORNIA ST,-122.399370508543,37.7932284304797
2007-03-20 20:29:00,NON-CRIMINAL,AIDED CASE,Tuesday,INGLESIDE,NONE,100 Block of COLLEGE AV,-122.426495413982,37.735348450768
2012-07-23 20:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,INGLESIDE,NONE,PRAGUE ST / POPE ST,-122.43957232692699,37.71021669077549
2013-12-23 01:58:00,ASSAULT,THREATS AGAINST LIFE,Monday,CENTRAL,"ARREST, BOOKED",1200 Block of GREEN ST,-122.42023110237,37.7981468455176
2015-02-16 22:10:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Monday,BAYVIEW,"ARREST, BOOKED",EVANS AV / CESAR CHAVEZ ST,-122.397289683816,37.7496837059316
2009-11-01 00:45:00,ASSAULT,BATTERY,Sunday,SOUTHERN,NONE,3RD ST / STILLMAN ST,-122.396381836885,37.7817492235226
2003-11-29 22:00:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Saturday,TARAVAL,NONE,LINCOLN WY / 44TH AV,-122.50404933115601,37.764258269268
2014-06-28 09:20:00,ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,Saturday,SOUTHERN,NONE,1100 Block of MARKET ST,-122.41371122073,37.7796660426062
2007-12-01 22:25:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,RICHMOND,NONE,2200 Block of SUTTER ST,-122.43738677186501,37.7855073231695
2007-03-23 09:30:00,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Friday,PARK,NONE,1200 Block of WALLER ST,-122.44431061666701,37.7694427864091
2014-04-28 04:00:00,VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Monday,RICHMOND,NONE,800 Block of LA PLAYA ST,-122.5100335576,37.772306555995605
2014-07-23 13:00:00,NON-CRIMINAL,LOST PROPERTY,Wednesday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
2009-04-05 16:47:00,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Sunday,MISSION,NONE,MISSION ST / 14TH ST,-122.41998344769699,37.768272676361896
2013-11-11 21:00:00,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Monday,MISSION,NONE,3400 Block of 21ST ST,-122.425316491965,37.756594109134
2005-06-27 01:00:00,SECONDARY CODES,DOMESTIC VIOLENCE,Monday,MISSION,"ARREST, BOOKED",500 Block of SOUTH VAN NESS AV,-122.41747701285,37.764357751686
2013-11-15 17:39:00,OTHER OFFENSES,RESTRAINING ORDER NOTIFICATION/SERVICE OF RESTRAINING ORDER,Friday,NORTHERN,NONE,400 Block of AVILA ST,-122.440034842922,37.80574456541471
2005-01-14 17:00:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Friday,TENDERLOIN,NONE,200 Block of EDDY ST,-122.411778295992,37.7839805592634
2006-08-22 12:30:00,OTHER OFFENSES,TRAFFIC VIOLATION,Tuesday,BAYVIEW,"ARREST, CITED",OAKDALE AV / BAY SHORE BL,-122.405242467114,37.7430506903112
2014-04-17 08:41:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Thursday,SOUTHERN,"ARREST, CITED",6TH ST / MISSION ST,-122.40871060666299,37.78097067220529
2014-06-25 22:00:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Wednesday,TENDERLOIN,NONE,MASON ST / EDDY ST,-122.409313111431,37.784347851315104
2007-11-01 15:50:00,FRAUD,"CREDIT CARD, THEFT BY USE OF",Thursday,INGLESIDE,NONE,200 Block of ONONDAGA AV,-122.442033646278,37.7229020376739
2015-05-12 18:18:00,VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Tuesday,MISSION,NONE,MISSION ST / 17TH ST,-122.419515708406,37.7634292328496
2008-05-01 09:30:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Thursday,INGLESIDE,NONE,ALEMANY BL / SILVER AV,-122.43338693948,37.729775031537706
2014-08-06 11:08:00,NON-CRIMINAL,FOUND PROPERTY,Wednesday,NORTHERN,NONE,1900 Block of JACKSON ST,-122.427185970814,37.793464559918796
2007-03-10 18:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,SOUTHERN,NONE,SPEAR ST / HARRISON ST,-122.389432577161,37.7888379056123
2005-02-25 18:00:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Friday,RICHMOND,NONE,2900 Block of WASHINGTON ST,-122.44184652043998,37.79069959997671
2007-07-28 12:30:00,DRUG/NARCOTIC,SALE OF MARIJUANA,Saturday,SOUTHERN,"ARREST, BOOKED",900 Block of MARKET ST,-122.40970842372101,37.78282764988379
2004-12-09 17:15:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Thursday,CENTRAL,"ARREST, CITED",600 Block of STOCKTON ST,-122.407354509443,37.7917926375029
2005-10-08 11:50:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Saturday,SOUTHERN,NONE,5TH ST / HARRISON ST,-122.40184636752899,37.7790324136022
2010-08-26 09:55:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Thursday,BAYVIEW,"ARREST, CITED",MENDELL ST / GALVEZ AV,-122.385835676499,37.7396105936444
2006-10-22 17:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,CENTRAL,NONE,300 Block of BEACH ST,-122.41482231744301,37.8074314598723
2004-04-29 18:00:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Thursday,SOUTHERN,NONE,500 Block of MISSION ST,-122.39801719158702,37.789490566489
2010-10-08 22:02:00,NON-CRIMINAL,AIDED CASE,Friday,TARAVAL,NONE,2800 Block of SLOAT BL,-122.504756153505,37.7356169338764
2012-10-17 15:00:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Wednesday,TARAVAL,PSYCHOPATHIC CASE,2100 Block of 24TH AV,-122.48130501918399,37.747461318190496
2013-12-25 03:30:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,TENDERLOIN,NONE,TAYLOR ST / EDDY ST,-122.410955248906,37.7841399509594
2010-09-08 15:40:00,NON-CRIMINAL,"STAY AWAY OR COURT ORDER, NON-DV RELATED",Wednesday,SOUTHERN,NONE,TURK ST / MASON ST,-122.408953598279,37.783287873572
2013-06-16 12:05:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,CENTRAL,NONE,400 Block of STOCKTON ST,-122.406977563692,37.789918101686
2014-03-08 11:53:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Saturday,RICHMOND,NONE,700 Block of CABRILLO ST,-122.46656670536301,37.775301499982
2011-04-21 14:00:00,MISSING PERSON,FOUND PERSON,Thursday,PARK,LOCATED,100 Block of BELVEDERE ST,-122.449328648219,37.767773887474796
2014-10-05 11:30:00,NON-CRIMINAL,LOST PROPERTY,Sunday,PARK,NONE,GEARY BL / DIVISADERO ST,-122.43948077224199,37.7833088100846
2012-12-29 01:25:00,ROBBERY,ROBBERY ON THE STREET WITH A GUN,Saturday,SOUTHERN,NONE,0 Block of NEWMONTGOMERY ST,-122.401210053923,37.7881040758724
2003-08-19 02:00:00,NON-CRIMINAL,LOST PROPERTY,Tuesday,TARAVAL,NONE,500 Block of JUNIPERO SERRA BL,-122.47218042734501,37.727795543613
2013-09-22 23:30:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Sunday,BAYVIEW,"ARREST, CITED",SIERRA ST / MISSOURI ST,-122.39609106379,37.75829533775861
2013-10-28 14:00:00,ASSAULT,THREATS AGAINST LIFE,Monday,TARAVAL,JUVENILE CITED,1800 Block of VICENTE ST,-122.48560378101001,37.7388214326705
2010-12-03 21:45:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,NORTHERN,NONE,LAGUNA ST / SUTTER ST,-122.428337917055,37.7867109731605
2009-05-14 19:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,SOUTHERN,NONE,1ST ST / FOLSOM ST,-122.394484874311,37.787298235524396
2009-03-03 21:50:00,OTHER OFFENSES,CONSPIRACY,Tuesday,TENDERLOIN,"ARREST, BOOKED",300 Block of HYDE ST,-122.41604728066002,37.7839824654149
2005-10-07 18:50:00,LARCENY/THEFT,GRAND THEFT FROM PERSON,Friday,SOUTHERN,NONE,500 Block of MARKET ST,-122.399911318801,37.7905596637863
2011-08-14 10:24:00,NON-CRIMINAL,FOUND PROPERTY,Sunday,MISSION,NONE,500 Block of DOLORES ST,-122.426153349478,37.7606186794333
2009-03-03 17:30:00,BURGLARY,"BURGLARY OF APARTMENT HOUSE, FORCIBLE ENTRY",Tuesday,SOUTHERN,NONE,200 Block of 9TH ST,-122.41284503153601,37.7748170645635
2007-08-23 03:58:00,OTHER OFFENSES,VIOLATION OF MUNICIPAL POLICE CODE,Thursday,TARAVAL,"ARREST, CITED",1300 Block of 36TH AV,-122.495346325264,37.7618072498689
2009-12-07 19:00:00,SECONDARY CODES,DOMESTIC VIOLENCE,Monday,BAYVIEW,DISTRICT ATTORNEY REFUSES TO PROSECUTE,100 Block of AMHERST ST,-122.416602652136,37.72754898755321
2009-05-13 05:28:00,OTHER OFFENSES,RESISTING ARREST,Wednesday,NORTHERN,"ARREST, CITED",GEARY ST / VANNESS AV,-122.421395819115,37.7856843389472
2003-10-30 15:00:00,VEHICLE THEFT,"VEHICLE, RECOVERED, AUTO",Thursday,MISSION,NONE,500 Block of SANCHEZ ST,-122.430527672249,37.759953213462296
2015-02-05 18:00:00,OTHER OFFENSES,RESISTING ARREST,Thursday,SOUTHERN,"ARREST, BOOKED",900 Block of MARKET ST,-122.40970842372101,37.78282764988379
2008-12-09 10:00:00,FRAUD,FRAUDULENT USE OF AUTOMATED TELLER CARD,Tuesday,CENTRAL,NONE,1000 Block of GRANT AV,-122.406673333441,37.796480345315
2010-12-29 15:00:00,NON-CRIMINAL,LOST PROPERTY,Wednesday,SOUTHERN,NONE,800 Block of MARKET ST,-122.407633520742,37.7841893501425
2004-06-12 19:00:00,NON-CRIMINAL,LOST PROPERTY,Saturday,NORTHERN,NONE,VAN NESS AV / GOLDEN GATE AV,-122.420441315944,37.7810301390636
2010-05-09 18:00:00,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Sunday,CENTRAL,NONE,500 Block of POST ST,-122.410904846406,37.788029392285104
2014-10-17 13:30:00,MISSING PERSON,FOUND PERSON,Friday,BAYVIEW,NONE,700 Block of WISCONSIN ST,-122.399128061152,37.7585594904278
2008-03-07 00:01:00,GAMBLING,GAMBLING,Friday,MISSION,NONE,1500 Block of BRYANT ST,-122.410738097315,37.767524308783
2010-01-28 11:20:00,OTHER OFFENSES,PAROLE VIOLATION,Thursday,MISSION,"ARREST, BOOKED",MISSION ST / 16TH ST,-122.419671780296,37.7650501214668
2009-08-22 11:30:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,BAYVIEW,NONE,1100 Block of ILLINOIS ST,-122.38719917859899,37.7561077526854
2008-04-29 17:29:00,DRUG/NARCOTIC,TRANSPORTATION OF MARIJUANA,Tuesday,INGLESIDE,"ARREST, BOOKED",100 Block of HAHN ST,-122.415587200313,37.7126758141231
2003-02-07 18:00:00,BURGLARY,"BURGLARY OF APARTMENT HOUSE, FORCIBLE ENTRY",Friday,PARK,NONE,300 Block of PARNASSUS AV,-122.455017643867,37.7642701241012
2012-10-06 02:30:00,LARCENY/THEFT,ATTEMPTED THEFT FROM LOCKED VEHICLE,Saturday,NORTHERN,NONE,1600 Block of PACIFIC AV,-122.422409727953,37.794866109474
2011-12-29 09:45:00,FORGERY/COUNTERFEITING,"CHECKS, MAKE OR PASS FICTITIOUS",Thursday,SOUTHERN,"ARREST, BOOKED",1100 Block of MARKET ST,-122.413564091744,37.779514030063
2015-01-08 20:45:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,SOUTHERN,NONE,11TH ST / HARRISON ST,-122.41248326348,37.7706305910776
